Medidas,Cuartil 1 (Q1),Mediana,Cuartil 3 (Q3),Rango,Mínimo,Máximo,Media,Moda,Varianza,Desviación Estándar
Valor,7999.0,13999.0,21700.0,549600.0,300.0,549900.0,17372.462997001065,17900.0,294554581.41457385,17162.59250272446
